title,desc_snippet,yoe_min_years_llm,seniority_final,op,period
Embedded Software Engineer 1,"**Overview**
 We are seeking a full-time
 **Embedded** 
**Software Engineer 1** 
 in our Cary, NC location. In this role, you will be responsible for building upon existing software solutions to develop basic software for Garmin products and/or appli",,unknown,OP_F_any_explicit_title,2026-04
"Associate Software Engineer, Core Infrastructure - Moveworks","**Company Description**
 It all started in sunny San Diego, California in 2004 when a visionary engineer, Fred Luddy, saw the potential to transform how we work. Fast forward to today — ServiceNow stands as a global market leader, bringing innovative",,unknown,OP_F_any_explicit_title,2026-04
"Software Engineer II, Data & AI","At Ripple, we’re building a world where value moves like information does today. It’s big, it’s bold, and we’re already doing it. Through our crypto solutions for financial institutions, businesses, governments and developers, we are improving the gl",3,unknown,OP_F_any_explicit_title,2026-04
"Software Engineer - Platform (Frameworks, AI, Automation) Sr. Associate","**The Role**
 This is a full-time role based in Austin, TX as part of Sixth Street's growing technology team. We are building and evolving a cloud‑native platform that enables teams across the firm to build, ship, and operate secure, scalable softwar",7,associate,OP_F_any_explicit_title,2026-04
Associate ServiceNow Engineer,"**Company Description**
 AbbVie's mission is to discover and deliver innovative medicines and solutions that solve serious health issues today and address the medical challenges of tomorrow. We strive to have a remarkable impact on people's lives acr",2,associate,OP_F_any_explicit_title,2026-04
Software Engineer II - ACE,"**Application Close Date**
 Applications will be accepted on an ongoing basis until the requisition is closed.
   

  

 At Blue Origin, we envision millions of people living and working in space for the benefit of Earth. We’re working to develop reu",2,unknown,OP_F_any_explicit_title,2026-04
Site Reliability Engineer II,"**Job Description**
**Why GMF Technology?**
 At GM Financial, innovation drives everything we do. We’re not just adopting technology — we’re shaping the future of software delivery. From generative AI and cloud-native platforms to advanced release en",5,unknown,OP_F_any_explicit_title,2026-04
Associate Software Engineer (AI/Machine Learning),"Relay is transforming the physical world into a searchable, actionable data asset. We’ve moved beyond ""Big Radio's"" analog past to build the Relay SOAR™ Platform, which treats voice and movement as the new keyboards of the enterprise. By capturing th",1,unknown,OP_F_any_explicit_title,2026-04
Full Stack Engineer - Associate,"In the Technology division, we leverage innovation to build the connections and capabilities that power our Firm, enabling our clients and colleagues to redefine markets and shape the future of our communities. This is a Software Engineering position",0,associate,OP_F_any_explicit_title,2026-04
Software Engineer 2 with Security Clearance,"At Wyetech, you'll be at the center of an award-winning corporate culture, breaking technological barriers and solving real-world problems for our federal government customers. We are committed to hiring the best of the best, and in return, we offer ",14,unknown,OP_F_any_explicit_title,2026-04
Senior Software Engineer I/II - Simulation Engineering,"**About Rocket Lab**
 Rocket Lab is an end-to-end space company delivering responsive launch services, complete spacecraft design and manufacturing, payloads, satellite components, and more – all with the goal of opening access space. The rockets and",5,mid-senior,OP_F_any_explicit_title,2026-04
Junior Test Engineer,"**Title – Jr. Test Engineer** 

**Location - Austin, TX (Onsite)** 

**Employment Type – Fulltime Only** 

**Job Description:** 

**Primary Skills** 

 Triage \& Testing Skills, Technology / Product Awareness, Quality / Process Experience
 

**Second",,entry,OP_F_any_explicit_title,2026-04
Software Engineer I - Device Drivers,"**About The Company**
 At Torc, we have always believed that autonomous vehicle technology will transform how we travel, move freight, and do business.
   

  

 A leader in autonomous driving since 2007, Torc has spent over a decade commercializing ",1,entry,OP_F_any_explicit_title,2026-04
"Data Engineer II, Intelligence Data Services, Amazon Leo","**This job is with Amazon, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ\+ business community. Please do not contact the recruiter directly.**
**Description**
 Amazon Leo is Amazon's low Earth orbit satelli",3,unknown,OP_F_any_explicit_title,2026-04
Entry Level DevOps Developer,"**Job Description**
 At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. F",,entry,OP_F_any_explicit_title,2026-04
"Software Engineer II, Growth","*At Klaviyo, we value the unique backgrounds, experiences and perspectives each Klaviyo (we call ourselves Klaviyos) brings to our workplace each and every day. We believe everyone deserves a fair shot at success and appreciate the experiences each p",,unknown,OP_F_any_explicit_title,2026-04
Power System Engineer Associate,"**Job Title: Power System Engineer Associate** 

**Job Location: 2705 West Lake Drive, Taylor, Texas - 76574** 

**Job Duration: 24 Months** 

**Job Type: Temporary Assignment** 

**Work Type: Hybrid with minimum of 2 times a week onsite** 

**Payrat",,associate,OP_F_any_explicit_title,2026-04
Full Stack Engineer II,"**Job Description**
 Providing for loved ones, planning rewarding retirements, saving enough for whatever lies ahead – our policyholders count on us to be there when it matters most. It’s a big ask, but it’s one that we have the power to deliver when",2,unknown,OP_F_any_explicit_title,2026-04
Software Engineer / Associate / Senior Developer /,"**Discover a more connected career**
 We are seeking a high-capacity, versatile
 **Systems Developer** 
 to join our adaptive technology team. This role is designed for a professional who excels in a dynamic, high-velocity environment where business ",,mid-senior,OP_F_any_explicit_title,2026-04
Software Engineer II,"**Overview**
**Software Engineer – Windows System Health Experiences**
 The
 **Windows System Health Experiences team** 
 owns and evolves the Windows inbox tools that help hundreds of millions of users monitor, configure, and troubleshoot their devi",2,unknown,OP_F_any_explicit_title,2026-04
"Software Engineer 1 (H/F) - SAFRAN TEST CELLS, INC.","Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien",2,entry,OP_F_any_explicit_title,2026-04
Software Engineer II,"The SEI Wealth Platform is looking to hire a passionate Full Stack Software Engineer, who is ready to work on the cutting edge of FinTech software solutions. You will be joining our team of experts to build the next generation of investment platforms",5,unknown,OP_F_any_explicit_title,2026-04
Software Engineer II/III,"**Who We Are**
 Textron Systems is part of Textron, a $14 billion, multi-industry company employing 35,000 talented makers, thinkers, creators and doers worldwide. We make things that fly, hover, zoom and launch. Things that move people. Protect sold",2,unknown,OP_F_any_explicit_title,2026-04
Software Engineer II – Insights / Platform Analytics (Backend / Infrastructure),"**Life at UiPath**
 The people at UiPath believe in the transformative power of automation to change how the world works. We’re committed to creating category-leading enterprise software that unleashes that power.
   

  

 To make that happen, we ne",4,unknown,OP_F_any_explicit_title,2026-04
Sr. Data Engineer I,"**Senior Data Engineer I - Scibids** 

**Role:** 
 Senior Data Engineer I - Scibids
   

**Location:** 
 New York, NY
   

**Hybrid:** 
 3x a week on site
 

**Who we are:** 

 ""DV Scibids"" is a global leader in AI-powered digital campaign activation",3,mid-senior,OP_F_any_explicit_title,2026-04
Sr. Software Engineer II (6520),"As
 **Sr. Software Engineer II** 
 , you’ll bring creative architect solutions to end customers, with the goal to make an impact across the federal government.
 

 We know that you can’t have great technology services without amazing people. At Metro",7,mid-senior,OP_F_any_explicit_title,2026-04
Associate DevOps Programmer,"Job Locations US-MD-Rockville \| US-TX-Austin \| US-TX-Dallas
   

  

 Job ID 2026-3472
   

  

 Category Engineering/Programming
   

  

 Type Regular Full-Time
   

  

**Overview**
 Come join Bethesda Game Studios, the award-winning development",,associate,OP_F_any_explicit_title,2026-04
