uid,source,period,title,company_name_canonical,seniority_final,yoe_extracted,text_source,text_len,tech_count,ai_count,soft_skill_count,scope_count,management_strong_count,management_broad_count,education_level,requirement_breadth,credential_stack_depth,tech_density,scope_density,excerpt
asaniczka_08cecefb08b8b5c8,kaggle_asaniczka,2024-01,Senior Software Engineer - Full Stack,Expedition Technology,mid-senior,5.0,llm,1032,13,0,0,0,0,0,none,14,2,12.5968992248062,0.0,"( ), motivated , , maintain ( ) repository ai/ml annotations entire ( ) ( ) , ; scrum , designing , capabilities open-source , end-users needs. , : | extremely , motivated, welcoming ecosystem. , including , , troubleshooting, debugging cut"
asaniczka_3666d779aad7bdf2,kaggle_asaniczka,2024-01,Principal Software Engineer - Google Cloud Platform (GCP),Dun & Bradstreet,mid-senior,2.0,llm,1024,10,0,1,2,0,2,none,14,4,9.765625,1.953125,", as-a-service (idaas) idaas solution. : | lead/designing, , vbo , , service-oriented , object-oriented programming. , , , team. systems. challenging problems projects. , methodologies, participate – requirements, , designing, , , qa’ , , f"
asaniczka_58f12ee93494112a,kaggle_asaniczka,2024-01,Senior Full Stack MEAN Developer,Superlative Technologies,mid-senior,5.0,llm,1021,10,0,2,1,0,1,none,14,4,9.79431929480901,0.9794319294809011,": minimum : obtain : security+ obtain ( suprtek) dmr applications. motivated expertise angular, , nodejs, team. , designing, , maintaining high-quality ' success. : : | , , maintain robust full-stack angular nodejs/express backend. (angular"
linkedin_li-4394677388,scraped,2026-04,Senior Software Engineer,Optum,mid-senior,7.0,llm,1017,8,2,1,2,0,0,none,14,5,7.866273352999016,1.966568338249754,"| ** ** hands-on expertise , , angular, cloud-native architectures, , azure. high-performing , contribute , , including ai/ml-driven capabilities ** ** * object-oriented industry-recommended robust * large-scale enterprise-wide * cloud-nati"
asaniczka_bf08ddf1711fc7bb,kaggle_asaniczka,2024-01,Sr. Software Engineer,Perigon,mid-senior,5.0,llm,998,7,1,1,2,1,1,ms,14,7,7.014028056112225,2.004008016032064,": ' team. ' ensuring algorithms. 5-8 , ' stranger problems. quality. expect deeply involved high-level , providing mentorship, timelines. : | : , problem-solving, ownership. & : ' offerings. , , ai capabilities. & : establish rigorous integ"
asaniczka_d1f1c5fb6cae0470,kaggle_asaniczka,2024-01,Principal Engineer I - Data,GEICO,mid-senior,4.0,llm,974,12,0,1,0,0,0,none,14,3,12.320328542094456,0.0,"high-performance, , zero-downtime , applications. friction-less maintain highest availability. , typically ranging front-end back-end between. , : | entire , , , problems enterprise-class , usability, utilize , c# object-oriented , sql, nos"
asaniczka_0f5ca8e070baf388,kaggle_asaniczka,2024-01,Machine Learning Engineer,Rockwell Automation,unknown,5.0,llm,961,8,3,1,0,1,1,none,14,5,8.324661810613943,0.0,", (mle) promote , , indicators trends. ml-based prediction capabilities detecting anomalous conditions singularities monitored efficacious alerting. , (mle) ai/ml algorithms, including , monitored, maintained, managed. identify, understand,"
linkedin_li-4383614793,scraped,2026-04,Senior / Lead Fullstack Python Engineer,CyberCoders,mid-senior,7.0,llm,960,12,0,0,1,0,0,none,14,3,12.5,1.0416666666666667,"** / ** ** :** ' / next-generation, ai-driven platforms. , ' combine hands-on , , systems. ' cross-functionally , , , , fostering excellence. ** ' ** | * high-performance, front-end * mid-level , fostering learning. * long-term maintainabil"
linkedin_li-4372949407,scraped,2026-03,Staff Software Engineer II,Thomson Reuters,mid-senior,,llm,959,13,1,0,0,0,1,none,14,2,13.555787278415016,0.0,"** ( ) – ** ’ next ai‑ , ‑ ‑ thrives ‑paced , adopts ai , enjoys closely ai bring life. ‑ , translate , seamlessly evolving ai systems. ’ users ai , ‑ interfaces. ** ’ ** | * ‑ ‑ workflows, enabling ‑ai backend services. * , ‑ , , invocatio"
linkedin_li-4277238742,scraped,2026-03,Senior Developer,ICE,mid-senior,5.0,llm,940,8,2,1,2,0,0,none,14,5,8.51063829787234,2.127659574468085,"** ** next-gen ' platform. ( ) authoritative definitions ' depends on. correctness optional; , open. enables underpins ' consequential benchmarks: , approximately % traded , lbma , used , , worldwide. , owns lbma , benchmarks. mission-criti"
linkedin_li-4388712321,scraped,2026-03,Senior Software Engineer,Wells Fargo,mid-senior,2.0,llm,928,13,0,0,0,0,0,none,14,2,14.008620689655173,0.0,"** ** , , , , ecosystem. ‑ ‑ enterprise. closely ‑ , , ‑ ongoing ensuring , , met. ** , ** * , , , debug, ‑ features. * moderately , , environments. * analyze propose grounded principles. * ‑ roadmaps. * escalation , , , including tuning. *"
asaniczka_0e66dfc0e58ec6ed,kaggle_asaniczka,2024-01,Lead/Staff Software Engineer – Front End (Bangkok based – Relocation provided),Agoda,mid-senior,3.0,llm,922,11,0,1,0,0,0,bs,14,4,11.93058568329718,0.0,"front-end including , , , , post-booking , more. ’ world. localized user include websites, , sites. front-end user integrating – user experience. evolving experimentation ; accomplish having modularized , utomating optimizing embracing data"
asaniczka_9f7ff030a0d9c669,kaggle_asaniczka,2024-01,"Lead Java Developer (Java, Kotlin, Azure)",Infogain,unknown,14.0,llm,921,11,0,0,2,0,2,none,14,3,11.943539630836048,2.1715526601520088,"summary: | expertise microservices-based kotlin | , ktor, java/j2ee azure. qualifications : | 14+ end-to-end implementations kotlin, , microservices cloud-native / paas databases, , participate , optimizing : | expertise microservices-based"
asaniczka_b92812a45250a3ca,kaggle_asaniczka,2024-01,(USA) Software Engineer III,Sam's Club,unknown,5.0,llm,914,12,0,0,1,0,2,none,14,3,13.12910284463895,1.0940919037199124,"maintaining ' club. , participate medium- large-scale reviewing requirements; translating requirements ; requested ( example, documents, requirements, ); ; conducting ; communicating ; collaborating ; troubleshooting bug-fixes; ensuring on-"
asaniczka_0f4f300602873521,kaggle_asaniczka,2024-01,Senior Fullstack Developer [NTT DATA],CareerBeacon,mid-senior,5.0,llm,898,13,0,0,0,0,1,none,14,2,14.476614699331849,0.0,"versatility including front-end capabilities back-end allows correctly communicating services. duties include joining fast-paced , estimation, , necessary and/or services. functionality prioritized methodologies, ( adjudication, , , trackin"
linkedin_li-4397418312,scraped,2026-04,Data Engineer II,Lennar,mid-senior,2.0,llm,880,11,0,1,0,1,0,none,14,4,12.5,0.0,", mid-level , contribute pipelines. contribute , etl ** ** * , , maintain etl volumes unstructured data. * retrieval , , cost-efficiency. * , , understand requirements translate * governance, , sensitive compliance. * third-party providers."
linkedin_li-4359480401,scraped,2026-04,Java Engineer High Value Payment Data Services - Vice President,Deutsche Bank,director,,llm,857,11,0,1,2,0,1,none,14,3,12.835472578763127,2.3337222870478413,"** ** ( ) , contribute , , , , bank. closely , , high-quality, cloud-enabled ’ | * , , , high-quality , end-to-end * maintain backend , , java-based , including microservices, , event-driven * ci/cd , , releases * , maintainable, testable ,"
asaniczka_688831e2b19ff355,kaggle_asaniczka,2024-01,Senior Software Engineer I,Spectral AI,mid-senior,4.0,llm,843,12,0,1,0,0,1,none,14,3,14.234875444839858,0.0,", , , , , ideally software. successfully advances team. contribute documentation written effectively setting. duties | maintaining ’ ai c#, c++ programing framework. preferred. integrating ’ sdks. implementing system. configuration, , valid"
linkedin_li-4289383619,scraped,2026-03,Senior Software Engineer - Full Stack Web,Zoox,mid-senior,8.0,llm,833,12,0,0,1,0,1,none,14,3,14.40576230492197,1.2004801920768307,"aiding , ensuring safety-critical vehicles. high-paced team. , establish , automate, needed safety-critical revolutionize century. , , safety-critical , , firmware , ranging state-of-the-art ai , highly-critical rtos components. * org , saf"
asaniczka_50cb1cbcad5fad16,kaggle_asaniczka,2024-01,Software Engineer/Developer-CO,Northstrat Incorporated,unknown,,llm,827,11,0,2,0,0,0,bs,14,3,13.301088270858525,0.0,"/ | : , on-site, requirements: existing ts/sci clearances strongly desired, workable. , , , , levels. positions vary, include front-end, back-end, opportunities. problems, , utilizing devsecops practices. duties : | workflows , , , , debug "
arshkon_3884818241,kaggle_arshkon,2024-04,Senior Software Engineer,Ziff Davis Shopping,mid-senior,,llm,825,13,0,0,0,1,0,none,14,2,15.757575757575758,0.0,"duties: | website users. translate requirements specifics requirements. , , , functionality. analyze users. cycle. projects. supervise members. documenting flowcharts, layouts, charts, diagrams documentation. advancements. budgets timelines"
asaniczka_40b921b7faf84883,kaggle_asaniczka,2024-01,Principal Software Engineer,Abbott,mid-senior,10.0,llm,822,11,0,1,0,1,1,none,14,4,13.38199513381995,0.0,", next-generation enables improve , performance. ( ) node.js team. , designing user experience. expected , ensuring equipped necessary roles. , cross-platform , ensuring user applications. back-end node.js, code. ux/ui user-friendly appeali"
asaniczka_290869a46382d681,kaggle_asaniczka,2024-01,Principal Application Engineer ( Ab-initio ),Discover Financial Services,mid-senior,6.0,llm,813,13,0,0,0,0,1,none,14,2,15.990159901599016,0.0,"develops designing, , installing determines feasibility evaluating , , requirements, , proposed manages escalates customer-impacting day-to-day management. | directs documentation. , proposals, , maintenance. analyzes determine, recommend, "
asaniczka_2c6720d5046c2eda,kaggle_asaniczka,2024-01,Software Engineer (Database Administrator),"G2 Ops, Inc.",unknown,4.0,llm,811,12,0,0,0,1,2,none,14,3,14.796547472256474,0.0,"| mysql, cassandra, , , prefer : | security+, datasys+, data+, aws , , occasionally on-site , teleworking allowed approval manager. allow elaborate. motivated, team-oriented, | penchant automation. ’ | problems , cloud-native ’ leaning mode"
linkedin_li-4397374753,scraped,2026-04,Senior Software Development Engineer,F5,mid-senior,6.0,llm,806,9,1,1,1,0,1,ms,14,6,11.166253101736972,1.2406947890818858,"plays ’ team. continually looks improve , , data-driven , decisions. participant , excellence. * , defining “ ” looks championing patterns. * end-to-end, , , , operability, leaving measurably found. * , uplifting judgement, , execution habi"
arshkon_3902355088,kaggle_arshkon,2024-04,Big Data Engineer,Empower Professionals,unknown,3.0,llm,805,12,0,0,0,1,0,none,14,3,14.906832298136646,0.0,": engineerlocation: , ( )duration: 12+ mandatory : , gcp, , requirements:bachelor' , experience.5+ engineer.3+ , , hdfs, (optional) 3+ sql scala python.2+ gradle.2+ gcp, aws azure. : gcp (bigquery, dataproc, dataflow, composer, datastream, "
asaniczka_dde0897315a4cf87,kaggle_asaniczka,2024-01,Software Engineer/Developer - VA/MD,Northstrat Incorporated,unknown,,llm,780,11,0,2,0,0,0,bs,14,3,14.102564102564102,0.0,"/ | : , on-site, requirements: existing ts/sci clearances strongly desired, workable. , , , , levels. positions vary, include front-end, back-end, opportunities. problems, , utilizing devsecops practices. duties : | workflows , , , , debug "
linkedin_li-4318604705,scraped,2026-03,Senior Backend Software Engineer (Tapestry),"X, The Moonshot Factory",mid-senior,3.0,llm,774,12,0,0,1,0,1,none,14,3,15.503875968992247,1.2919896640826873,"backend entire , , , services. closely , , , coordinate foundational real-world cloud-scale ai, ensuring mission-critical modernization grid. ** ** * massive-scale, , enterprise-grade backend platform. * large-scale , ensuring ai-driven ' g"
asaniczka_28dfc2da15c2fe95,kaggle_asaniczka,2024-01,.Net Full Stack Developer,Tech Mahindra,mid-senior,10.0,llm,770,12,0,1,0,0,0,none,14,3,15.584415584415584,0.0,", designing, , maintaining requirements standards. expertise , c#, asp.net, html, , javascript, , angular, node.js, high-performance, , applications. , testers, products. duties | - analyze requirements prioritize tasks - , testable - speci"
asaniczka_4e4e435c0f895352,kaggle_asaniczka,2024-01,Java Developer - Exempt,TTI of USA,unknown,5.0,llm,760,13,0,0,0,0,0,none,14,2,17.105263157894736,0.0,": | - - aws - sql : | - etl ( ) - , , modify, short- long-term existing , , databases interpret requirements , , debug , specialization independently | colleagues (e.g., , , ) contributing methodologies taking problems vs. trade-offs ; addi"
asaniczka_8c4c1b2b129478f3,kaggle_asaniczka,2024-01,Full Stack Software Engineer Orlando,Listella,unknown,8.0,llm,748,10,0,1,2,0,0,none,14,4,13.368983957219251,2.6737967914438503,"requirements motivated , end-to-end functionality react/nextjs typescript back-end go. , ’ streamlining user experience. , server-side front-end marketplace.the world-class , systems. , interpersonal , accepting feedback requests. ’ : | par"
asaniczka_18cca5c381734bfe,kaggle_asaniczka,2024-01,"Senior Software Engineer, Operations Technology",Taskrabbit,mid-senior,5.0,llm,746,10,0,0,3,0,1,none,14,3,13.404825737265416,4.021447721179625,"team. focuses , , , tasker , taskers. internally , , , community. , ' , , proposing , de-tangling simple. strongly test-driven reviews. : | entire end-to-end features. conceptualize backend , taskers, users understand : belongs , backend al"
asaniczka_042840a759c90bf5,kaggle_asaniczka,2024-01,"Staff Data Engineer, Fleet Analytics",Tesla,mid-senior,7.0,llm,698,12,0,1,0,0,0,none,14,3,17.191977077363898,0.0,"' , helps collect. self-serve future. , aws, , , trino jupyter notebooks, pandas, bokeh, superset, airflow. ' data. breadth , , , taking first-principles firmware , ensuring existing , , continue ' exacting standards. include full-stack , ,"
asaniczka_9620aa3562a46697,kaggle_asaniczka,2024-01,"Senior Data Engineer  - Sunnyvale, CA - 12+ Months",TMS,mid-senior,,llm,650,12,0,1,1,0,0,none,14,3,18.46153846153846,1.5384615384615385,": duration: 12+ | proficiency manipulating datasets terabytes (tb) essential. expertise hadoop, (scala ), , similar (gcp , aws, ) , adherence fault tolerance. expertise idempotent workflows orchestrators automic, airflow, luigi expertise sq"
arshkon_3886820920,kaggle_arshkon,2024-04,Senior Software Engineer,CodeMonk,mid-senior,,llm,648,12,0,1,1,0,1,none,14,3,18.51851851851852,1.5432098765432098,": html, , javascript, , angular, vue.js, node.js, , , express.js, django, , laravel, mysql, postgresql, , , : | - , , , ensuring , , reliability. - backend - cross-functional requirements translate specifications. - , providing expertise - "
asaniczka_46a4df7c073f6ae1,kaggle_asaniczka,2024-01,.NET Developer,UWorld,mid-senior,5.0,llm,623,12,0,0,1,0,0,none,14,3,19.261637239165328,1.6051364365971108,"backend microservices, ui/ux, enjoy taking challenges. end-to-end , , , , microservices, back-end databases applications. | end-to-end microservices user (ui) ( , , ) back-end impacting , , usability tasks, , post-deployment fast-paced abst"
asaniczka_9023cd45629b3fa0,kaggle_asaniczka,2024-01,Machine Learning Software Engineer,The AI Institute,unknown,10.0,llm,620,8,4,0,1,0,0,none,14,4,12.903225806451612,1.6129032258064515,"cross-functionally, improve robots. | , maintain ml algorithms on-premise , ml ( , , ) maintain , experimentation pipelineshelp tuning, algorithm , hyperparameter mlops closely promote regular requirements | 10+ delivering robust ml , , , ,"
asaniczka_825695f99930e35f,kaggle_asaniczka,2024-01,Data Engineer SME (2021-0181),Acclaim Technical Services,unknown,5.0,llm,608,13,0,0,0,0,0,none,14,2,21.38157894736842,0.0,"| ( ) ts/sci polygraph | maintain assembling , sets requirements identify, , including re-designing , optimizing , automating manual , aws, sql, nifi utilize , providing actionable including data-related data-related & | bachelor’ , , , sci"
linkedin_li-4390040009,scraped,2026-03,Full-Stack AI/ML Engineer,Edify Technologies,unknown,4.0,llm,605,7,6,0,0,0,0,none,14,3,11.570247933884298,0.0,"** : full-stack ai/ml ** **duration: ** ** :** | * minimum 4-5 hands-on , ml , ai deployments. * ai conceptual level. (mlms), including , ai (ncp) * proficiency (pandas, numpy, scikit, , langgraph, ) sql. * scikit-learn, tensorflow, pytorch"
asaniczka_0b7a3ff64ecdc0a5,kaggle_asaniczka,2024-01,Data Engineer,The AI Institute,unknown,2.0,llm,604,11,0,0,1,0,0,ms,14,4,18.211920529801326,1.6556291390728477,"cross-functionally, improve robots. | collaboratively maintain on-premise infrastructurebuild ingestion r& needed administer databases, , , , datasets establish , profiling, statistical updates, migrations, tasks governance, strategyuse sql"
asaniczka_2e43ddd746f98602,kaggle_asaniczka,2024-01,Junior Data Engineer,TickPick,entry,,llm,565,14,0,0,0,0,1,none,14,1,24.778761061946902,0.0,": , backend , desire high-impact , technology-first team. , maintaining , including , , , , offerings. ’ closely analytics-focussed , business. | , improve , requirements | , : understand interacting effectively ( ; aws gcp worthwhile) sql "
arshkon_3894541964,kaggle_arshkon,2024-04,"Senior Software Engineer, Full Stack (Java, AWS)",Capital One,mid-senior,4.0,llm,471,13,0,0,0,0,0,none,14,2,27.60084925690021,0.0,"ambitious , serverless microservices serves. include maintaining ’ transactions. modernizing serverless datastores customizable competencies typescript, nodejs, , angular. , , , , full-stack staying , experimenting , participating & , , rob"
asaniczka_aa5c25a46d1e768c,kaggle_asaniczka,2024-01,Node JS Developer,C9Xperts Corp,unknown,,llm,336,13,0,0,0,1,0,none,14,2,38.69047619047619,0.0,"node js node / node js; go; ( , , bitbucket, ); gcp; ; aws; api; ; ( , logstash, kibana); faas; kubernetes (gke); ; ; javascript; | go , kotlin typescript gain traction, javascript used situations browser flows ci/cd actions runs kubernetes"
