,python,java,javascript,typescript,go_lang,rust,c_plus_plus,c_lang,c_sharp,ruby,kotlin,swift,scala,php,r_lang,sql,bash,perl,elixir,objective_c,react,angular,vue,nextjs,nuxt,svelte,ember,jquery,nodejs,express,django,flask,fastapi,spring,dot_net,rails,laravel,graphql,rest_api,aws,azure,gcp,cloudflare,heroku,digital_ocean,kubernetes,docker,terraform,ansible,helm,argocd,puppet,chef,jenkins,github_actions,circleci,gitlab_ci,buildkite,travis_ci,postgresql,mysql,mongodb,redis,cassandra,dynamodb,snowflake,bigquery,oracle_db,sqlite,sql_server,kafka,spark,airflow,dbt,databricks,elasticsearch,flink,hadoop,beam,tensorflow,pytorch,scikit_learn,pandas,numpy,jupyter,mlflow,xgboost,keras,langchain,llamaindex,rag,vector_database,pinecone,weaviate,chroma,hugging_face,openai_api,claude_api,anthropic,gemini,prompt_engineering,fine_tuning,mcp,llm,ai_agent,copilot,cursor_tool,chatgpt,claude_tool,codex,tabnine,gpt_model,jest,pytest,selenium,cypress,playwright,junit,mocha,datadog,new_relic,pagerduty,grafana,prometheus,splunk,sentry,agile,scrum,tdd,bdd,ddd,microservices,ci_cd,event_driven,serverless
kotlin,-0.051926203,0.14057162,0.013019993,0.021682557,0.016427835,0.01746769,-0.01589224,0.026737768,-0.0091021145,0.0028937203,1.0,0.3145246,0.023202825,-0.008190002,-0.011730711,-0.057390824,-0.03715526,-0.017883329,0.007940939,0.16031496,0.055440463,-0.025097242,0.0061414964,-0.0037979102,0.004861952,-0.0023939465,-0.0013254543,-0.02171844,0.0039457907,-0.00586149,-0.016650848,-0.012039672,-0.014722082,0.01232254,-0.024406068,0.014291729,-0.0024442342,0.05773809,0.044450194,-0.011506965,-0.042843968,-0.006077359,-0.0017302028,0.007302382,-0.0031339338,-0.015802875,-0.022737682,-0.026628263,-0.032724716,-0.017091827,-0.008454999,-0.015857356,-0.011638431,-0.008972829,0.005755098,0.009782575,-0.0114455,0.020403778,-0.005524582,0.011026259,-0.0045025223,-0.007138791,0.008045889,0.0017976945,0.007542527,-0.021006266,0.001243117,-0.011455571,0.05945195,-0.029772656,0.010901254,-0.020951081,-0.013001751,-0.017649047,-0.026883861,-0.003949997,0.0026151473,-0.017114494,0.0018490723,-0.018841812,-0.023853296,-0.015094948,-0.015523027,-0.013250767,-0.0050510513,-0.011060507,-0.0066716154,-0.0081424555,-0.011186357,-0.0054989276,-0.0193978,0.0007489838,-0.011773515,-0.009873485,-0.0071226726,-0.014930718,-0.0025236653,0.0005990504,0.0005854062,-0.0051258565,-0.005865501,-0.011761439,-0.010259407,-0.025225725,-0.017439166,0.010439537,0.030541785,0.00633843,0.024987495,0.0009842914,-0.0017609075,-0.0054714982,0.018967817,-0.011417606,-0.015576283,-0.005047054,-0.007979417,0.020621466,0.0015261789,0.011084814,9.6132375e-05,0.004956099,-0.0137334075,-0.015222323,-0.00059387553,0.042350106,0.01147018,0.012211628,0.027697457,-0.0058382177,0.0068048625,-0.0009029639,0.026545739,0.01728181,-0.0119304275
swift,-0.047799036,0.028252605,0.01724016,0.022783592,0.0070178085,0.008347122,0.008140076,0.10636342,0.007839142,0.014619972,0.3145246,1.0,-0.015653584,-0.0015178021,-0.006894497,-0.046986535,-0.01879332,-0.0037404879,0.0070105935,0.48491582,0.045471627,-0.02165502,0.0008367791,-0.0014674999,-0.0037546367,-0.0066963364,4.8807656e-06,-0.016334979,-0.0040715607,0.010361159,-0.005955708,-0.014855874,-0.0086527495,-0.017026862,-0.013844477,0.013551852,0.0015761189,0.04956749,0.04323977,-0.04524892,-0.045222875,-0.025660029,-0.0020429792,0.0020829313,-0.0028063713,-0.041053776,-0.036733713,-0.033033356,-0.018834848,-0.013103974,-0.008124605,-0.011286318,-0.010017375,-0.0035878401,0.012108958,0.015370605,-0.004797948,0.01299667,-0.0011289442,-0.01695688,-0.014465392,-0.0017198877,-0.008613824,-0.0060919053,-0.007568523,-0.024626944,-0.010653646,-0.0021811058,0.037315518,-0.022495555,-0.014203713,-0.029841801,-0.02123794,-0.017286493,-0.026112355,-0.011647835,-0.009962716,-0.017974306,-0.009545389,-0.019939866,-0.02305987,-0.016342921,-0.014147231,-0.012399522,-0.0036320258,-0.012481779,-0.00597429,-0.007291396,-0.022079462,-0.011549237,-0.028058985,-0.0016511526,-0.011836205,-0.008841497,-0.0063782022,-0.011947654,-0.0051928945,-0.0036424655,-0.0047037057,-0.004335943,-0.017756917,-0.014592218,-0.017372303,-0.028587304,-0.026751125,0.0044320202,0.0011679167,0.0032419146,0.0017892163,-0.004173819,-0.0015768553,-0.004380549,0.019618617,-0.011549237,-0.007553199,-0.003921967,-0.0014254095,-0.009143104,-0.0010491164,-0.010125899,-0.010070164,-0.0040038484,-0.017778577,-0.021260485,-0.0013937294,0.044862837,0.009473813,0.016653948,0.0055333176,-0.007472832,0.0014125139,-0.025673395,0.0074335122,-0.0085735675,-0.015854854
scala,0.1270676,0.17243116,-0.03115945,-0.0397878,0.049019568,0.0059315558,0.00047129518,-0.017878687,-0.005688381,0.017260157,0.023202825,-0.015653584,1.0,-0.001561547,0.05355094,0.12054504,-0.018910503,0.001811636,0.0071451655,-0.006260293,-0.03702546,-0.019138465,-0.013346395,-0.017596029,-0.0043621464,-0.007779821,0.019533522,-0.0179397,-0.00018983845,0.0058555123,-0.009252942,-0.014038435,-0.018397419,-0.013757415,-0.041513298,-0.0013071204,-0.009233286,-0.01499071,-0.018446615,0.090112835,0.070651054,0.094296105,-0.008118943,0.0065881577,-0.0032604493,0.03829345,0.027695462,-0.001101277,-0.017014215,0.0036428208,-0.009478632,-0.012816304,-0.0087204855,0.0007198747,-0.005832282,0.0030218177,-0.010633143,-0.0028777989,0.0074991584,0.016006544,0.047174577,0.050660517,0.018687394,0.10530674,0.031140659,0.12028,0.075453565,-0.0056242365,0.004012566,-0.0017042013,0.17111218,0.35407788,0.13346662,0.053911723,0.16786598,0.040673494,0.13647169,0.24115479,0.0491612,0.027713396,0.028639771,0.03573087,0.013985857,0.004745244,0.02832998,0.06399204,0.009521192,0.009527401,-0.0061717173,-0.0020143734,-0.009928207,-1.4416307e-06,-0.00679484,-0.0009848675,-0.0074102115,0.0054408745,-0.006033118,-0.0042318255,-0.008473279,-0.0046273847,-0.009817367,0.003957785,-0.0033467826,-0.003652762,-0.010251998,-0.007557599,-0.011582899,0.0008365164,-0.009298524,-0.0065383757,-0.0018319945,-0.0058781286,-0.01123155,-0.0034398185,-0.02132496,-0.016275674,-0.016138159,-0.009184271,-0.009384354,0.00871616,-0.0037292195,-0.0006405849,0.006420403,-0.00054265355,-0.0009778744,-0.008382238,0.035987306,0.0023610266,0.005258437,-0.0049062446,-0.00044830458,0.021118222,0.015552097,0.015053374,0.011390938
php,0.00919768,0.027372107,0.14394724,-0.00028976906,0.0069128517,-0.008097418,-0.006054443,0.0006929998,0.030509397,0.09396918,-0.008190002,-0.0015178021,-0.001561547,1.0,0.00188713,0.033701073,0.01441896,0.05152788,0.0027100868,0.0046568066,0.053222544,0.029213145,0.090107664,0.017266985,0.014727724,0.017804425,0.0021354242,0.13056345,0.052441005,0.010010597,0.019434927,0.0028956076,-0.003283393,-0.018867226,0.02668575,0.043126807,0.39394614,0.022804257,0.03170799,0.017399427,-0.01142359,-0.006998518,0.008369602,-4.311662e-05,0.029526027,-0.0056805885,0.026186876,-0.0066974596,0.012391896,-0.002861741,-0.00716946,0.024592597,0.02221271,-0.0008963183,-0.011684613,0.0042474912,-0.0041620885,-0.004353824,0.018473912,0.023815941,0.18913221,0.02077297,0.023193032,0.0053266105,9.348528e-05,-0.020070644,-0.005864442,0.008913852,0.007340245,0.029253358,-0.0094156945,-0.020585112,-0.016439438,-0.012893383,-0.01600731,0.0086687775,-0.009600125,0.008975572,-0.00800304,-0.019968221,-0.022305442,-0.012317884,-0.014619876,-0.012533567,0.00944685,-0.012592695,-0.0050089615,-0.006113249,-0.015225234,-0.0057883007,-0.018197602,-0.00704791,-0.008022952,-0.0074128835,0.0051876656,-0.009524225,-4.311662e-05,0.0030879169,-0.0034299123,-0.00092721585,-0.016155204,-0.012610681,-0.0092743095,-0.023886248,-0.01713697,-0.009039059,0.012751126,-0.0018934957,0.014666616,-0.0015115326,-0.0013220663,-0.00591869,0.0014623875,-0.0018934957,-0.0028386984,-0.0029924454,0.0012780408,-0.005207541,0.009883949,0.0019236952,0.036363475,0.0009082792,-0.008975324,-0.00822256,-0.004234412,0.00278427,0.019420883,0.014615612,0.002714029,-0.0019277327,0.015798004,-0.0037038357,-0.0033906763,0.0051497975,-0.0015651932
r_lang,0.080338314,0.007619766,-0.004708516,-0.011740482,-0.016856303,-0.00843908,0.0025938812,0.005812827,-0.00041134882,0.0029447277,-0.011730711,-0.006894497,0.05355094,0.00188713,1.0,0.061193384,-0.005475447,0.016602464,-0.00274572,-0.0030231944,-0.0139344055,-0.0085645905,-0.009791805,-0.008593919,-0.0017565483,-0.0031327768,-0.002875213,0.0037239767,-0.009539576,-0.0042600376,-0.003027837,-0.0032977685,-0.00539687,-0.019848004,-0.0006216915,-0.0022143854,-0.0037180576,-0.011812341,-0.012970914,0.0151953,0.024062255,0.007616492,-0.0040357974,-0.0024294148,-0.0013129171,-0.01082348,0.0009228661,-0.012235802,0.00164134,-0.0076643447,-0.007253586,0.001564745,-0.00071794156,-0.009798145,-0.0029728354,-0.005772958,-0.0022745414,-0.0024294148,-0.0023144453,-0.0020483606,0.010049792,0.00069268636,-0.011004595,0.0036237736,-0.0056844596,0.029451348,0.0074065,0.00036914632,0.0025944118,0.021944962,0.00594121,0.06180119,0.016787536,0.0111771785,0.0491554,0.019449173,0.0036199363,0.07860266,-0.0002960179,0.08547017,0.06580823,0.09789204,0.04944359,0.033177335,0.029963635,0.03829093,0.0038506687,0.056532435,-0.001874561,0.0049548238,-0.00031010635,-0.003932703,0.0012025029,-0.0041363565,-0.0029839426,0.0027102479,-0.0024294148,-0.0017040707,0.019850029,-0.0024010239,0.016324304,0.0257909,0.0023129089,0.0093445135,-0.0019819285,-0.010077801,-0.0067727235,-0.005403131,-0.00568443,-0.004636477,-0.0007377072,-0.003302603,-0.008025476,0.0049548238,-0.00045235586,-0.0077603464,-0.0077123055,-0.004898977,-0.0037788898,-0.0071197483,-0.005470659,-0.0031760777,0.00040117526,-0.0025632866,0.0060123205,-0.0041253027,0.0055789305,0.0046030693,-0.004780695,-0.0074303364,-0.0050703962,-0.016851708,-0.013560495,-0.0053567723,0.00082311925
sql,0.096671805,0.13853255,0.12929524,-0.016101187,-0.045449235,-0.052634552,-0.12873206,-0.0959297,0.215848,-0.002239302,-0.057390824,-0.046986535,0.12054504,0.033701073,0.061193384,1.0,-0.035590272,0.013523662,-0.016335193,-0.025740279,0.051058665,0.16238502,0.04299255,-0.023225421,0.004720878,0.012973491,0.015735516,0.10556285,0.023804065,-0.003212,0.013410745,0.0371376,0.027980149,0.119874835,0.26213726,-0.0047637084,0.0024048393,0.011106658,0.13666984,0.11876392,0.19984633,0.0651633,-0.012480569,0.002994538,-0.0024836995,0.020469682,0.06375121,-0.018148033,-0.04817986,-0.022581372,-0.035193663,-0.022735499,-0.010808111,0.05884604,0.0029684184,-0.017960645,-0.009248282,-0.0018126913,-0.006170801,0.12474161,0.12643294,0.090147905,0.039867267,0.06905164,0.04434421,0.20435622,0.10878817,0.09623098,0.014191358,0.4160872,0.13964137,0.19350432,0.16581245,0.14833102,0.17207454,0.012631178,0.02410055,0.10336878,0.015743058,-0.020425068,-0.033490237,0.025634142,0.07752908,0.050603423,0.02969666,0.036811177,0.013413067,0.00815967,-0.014676372,-0.0017345074,-0.004584819,-0.011002334,0.007681502,0.0037924494,-0.0062632035,-0.013292114,0.0102053825,-0.0010607342,-0.01320518,0.008079525,-0.0012795095,-0.016771274,-0.009313962,-0.033019986,-0.03993072,0.026129277,0.0069614453,0.0042376984,-0.0021426287,0.005326252,0.013377972,-0.0117902905,-0.005087656,0.0064094095,0.0710047,0.006580973,0.0028532685,0.08126989,-0.01105915,-0.020341137,0.007857094,-0.012787684,-0.021863071,-0.029040642,0.011446751,-0.010902747,0.15955538,0.098094776,0.04853925,0.03645185,0.04280663,0.12072055,0.10204643,0.070453495,0.07141777
bash,0.23058707,-0.009799041,-0.04584618,-0.007636291,0.06512978,-0.0013284832,0.0063843047,0.023579728,-0.028290179,0.09682894,-0.03715526,-0.01879332,-0.018910503,0.01441896,-0.005475447,-0.035590272,1.0,0.13525018,-0.009507001,-0.0173552,-0.0760671,-0.04166491,-0.015377038,-0.028857486,-0.0060820137,-0.010847177,0.00380816,-0.019801669,-0.011636206,-0.015404788,-0.0024433192,-0.008383193,-0.024032172,-0.02735869,-0.026712278,-0.0129251,-0.006784846,-0.032249797,-0.046227783,0.1231698,0.09480035,0.08328975,0.0042660455,-0.0037599965,0.01695496,0.19855821,0.19583753,0.28766418,0.32019144,0.14466263,0.12272796,0.18907307,0.16581959,0.18885303,0.1371813,0.066625886,0.20450304,0.012521317,0.05057436,0.013213022,0.022828387,0.016513938,0.0026196765,0.001970848,0.01098287,-0.02627429,0.0036209328,-0.0051964326,-0.0022718192,-0.021872925,-0.00360775,-0.0017611507,0.009975219,-0.01700321,-0.013217782,0.09016775,-0.017868303,0.023600692,-0.011655412,-0.021409666,-0.025207218,-0.013775391,0.004709867,0.005940212,0.03518066,0.0016308432,-0.007655083,-0.0018605414,-0.02905128,-0.015555989,-0.038179334,-0.009298071,-0.014045195,-0.012952864,-0.010331842,-0.018929452,-0.0014340945,-0.0059003113,-0.018453889,-0.006691943,-0.032664202,-0.02077051,-0.01785444,-0.049079053,-0.046673704,-0.012780753,-0.017244535,-0.0039977604,-0.020663528,-0.012385955,-0.0025542965,-0.011435198,-0.023513338,0.024372438,0.0030647663,-0.011410396,-0.018556569,-0.008143767,-0.010088636,0.13993281,0.082775295,0.029957153,0.2190761,0.23477238,0.10548703,0.009054361,0.017281644,0.019201806,-0.018852439,-0.0072931065,-0.0130805,-0.0058763046,0.15898016,-0.02202841,0.022076128
perl,0.09540651,0.06057708,-5.280408e-05,-0.0068566334,0.0018037681,-0.0022554775,0.09065632,0.05583663,0.019358538,0.13595538,-0.017883329,-0.0037404879,0.001811636,0.05152788,0.016602464,0.013523662,0.13525018,1.0,0.0034382094,-0.0029661972,-0.03714477,-0.0017826848,-0.0044681053,-0.01325182,-0.0029684498,0.0017893036,0.010572296,0.00420495,-0.01935915,-0.0077556414,-0.008170227,-0.0079022,-0.015901595,0.0035269898,-0.020406477,-0.0032234779,0.005663321,-0.012895818,-0.01672791,-0.008631997,-0.006961101,-0.01381619,-0.0068202293,-0.0041055493,-0.0022187426,0.002206195,0.010345333,0.01737334,0.08595026,0.01068541,-0.0030003674,0.08572965,0.06502468,0.059054032,-0.014787608,0.007624475,0.030879714,-0.0041055493,0.0008784201,0.004065944,0.020342207,0.008045103,-0.012059136,0.024034787,-0.0069972514,-0.0059009255,-0.0030826225,0.006904578,-0.0019529385,0.005516403,-0.006763352,0.00074503,-0.013840224,-0.014492825,-0.0074108415,0.0076823733,-0.0071148826,0.0279391,-0.0025672005,-0.011104146,-0.008813946,-0.005593225,-0.005531535,-0.002224245,0.007914707,0.00722628,-0.004723328,-0.005764644,-0.018122258,-0.009130931,-0.022094097,-0.0066460064,-0.009357811,-0.0069901673,-0.0050426647,-0.010570555,-0.0041055493,-0.0028797663,-0.0101944,-0.0056853453,-0.01567893,-0.015511127,-0.010642379,-0.028228393,-0.018641308,-0.006170181,-0.009965207,-0.0050077075,-0.012164659,-0.0030378094,-0.0012466761,-0.0055811796,-0.010766797,-0.0050077075,0.0075761005,-0.0073368526,-0.013033284,0.009723525,-0.0034472318,-0.0063644894,0.011119616,0.019088201,0.013535712,0.004193307,0.039039247,-0.0069714873,0.0334479,0.017162452,0.014219606,0.0160769,-0.008568632,-0.016163263,0.015688432,-0.0057423348,-0.011660551
elixir,-0.0012798012,-0.0112428935,0.0113125155,0.015171763,0.024986953,0.01962421,-0.0074463584,0.0058494504,-0.00935774,0.034142766,0.007940939,0.0070105935,0.0071451655,0.0027100868,-0.00274572,-0.016335193,-0.009507001,0.0034382094,1.0,0.0075414255,0.018213572,-0.0064017647,0.0054614563,0.010415074,-0.0009813965,0.02999185,0.009918522,-0.0020265453,0.0079099005,0.0012132042,-0.001470541,0.008104718,-0.005257212,0.0012194725,-0.008600681,0.018717434,0.015767505,0.03651731,-0.0048598167,0.000619967,-0.0119233355,-0.005605611,0.005969221,-0.001357332,-0.0007335365,0.008848301,0.0067534326,0.0032739663,0.0022770998,0.001623446,0.0051662936,0.0040347446,0.008365065,-0.0028567412,0.0011014504,0.031389758,-0.007106101,-0.001357332,-0.0012930977,0.043238483,-4.890771e-05,-0.0064643114,0.0066190995,0.0038317821,-0.0029884123,-0.006224705,-0.0014123559,-0.0033131985,-0.0017904463,-0.010393843,0.0037145175,-0.0025007082,-0.004565108,0.0069539277,-0.0027061966,-0.00066743005,0.0055721803,0.00065402145,0.049570397,-0.00677885,-0.0048926016,-0.0042717545,-0.004557838,-0.0039074183,-0.0021513782,-0.003925852,-0.0015615752,-0.0019058438,0.00032270752,-0.0030187692,-0.007846772,0.006241006,-0.0030937775,-0.002311013,-0.0016671509,-0.0034947218,-0.001357332,-0.0009520769,-0.0039000215,-0.0031760961,-0.0035505814,0.00062267954,0.0029839745,0.005282072,0.0026339926,-0.0036355886,-0.0011877511,-0.0030187692,-0.00030787606,-0.0025904342,-0.00041216248,-0.0018451888,-0.00030787606,-0.0030187692,0.00012248357,-0.004335763,0.0043736557,-0.00579801,-0.0021112938,0.009890014,-0.0030564978,-0.0017744981,0.011278715,0.010204355,-0.0058082,-0.002304837,-0.009524621,-0.008754987,0.00019844245,-0.0041513843,0.0037255979,-0.0039006127,-0.0046801055,0.010718318,0.0052195326
objective_c,-0.033270404,0.038177777,0.023128755,0.003810166,-0.0054635974,-0.005271214,0.031525623,0.19661911,0.0053219427,0.032780398,0.16031496,0.48491582,-0.006260293,0.0046568066,-0.0030231944,-0.025740279,-0.0173552,-0.0029661972,0.0075414255,1.0,0.024656592,-0.0124368295,-0.0047829933,-0.002600423,-0.0021770517,-0.0038827378,0.0068895663,-0.009012106,-0.00040070995,0.024539465,-0.0014210736,-0.009910709,-0.011662179,-0.0072364626,-0.008963845,0.001260982,-0.00460813,0.019890232,0.031707782,-0.03174595,-0.032171916,-0.023933325,-0.0050019342,-0.0030109969,-0.0016272187,-0.026590332,-0.022466183,-0.025179686,-0.017468434,-0.010343918,-0.008990035,-0.009816524,-0.007828655,-0.0014491219,0.0018427721,-0.0019223123,0.009282984,0.0031716442,-0.0028685045,-0.019396711,-0.0066522597,-0.0071496293,-0.004413194,-0.00997542,0.00056653185,-0.017826056,-0.007967077,-0.0073497347,0.038249034,-0.01701438,-0.017467031,-0.019178119,-0.013600487,-0.010628991,-0.015939271,-0.007812871,-0.008716952,-0.008519801,-0.0055347043,-0.01503766,-0.016548732,-0.009476118,-0.010110743,-0.008667905,-0.004772445,-0.0087087955,-0.0034640736,-0.0042277714,-0.013290806,-0.0066965963,-0.01740665,-0.0048741596,-0.006862988,-0.0051265666,-0.003698274,-0.007752411,-0.0030109969,-0.0021120114,-0.0064810114,-0.0043892087,-0.014376117,-0.012963278,-0.010676149,-0.02051426,-0.019104458,0.002616312,-0.005877564,-0.00390353,-0.00805289,-0.0024965731,-0.0009143083,-0.0040932195,0.016566759,-0.0066965963,0.0104413275,-0.0057043605,-0.005621029,0.00486598,-0.0007019924,-0.008916405,-0.004021291,-0.003936405,-0.013637585,-0.013668358,0.0077632847,0.016782448,0.012571696,0.017163735,0.014750952,0.013249901,0.008587078,-0.021469641,0.01245626,7.986412e-05,-0.008594951
react,-0.02749878,0.091369204,0.4976848,0.3643989,0.041913155,0.009461135,-0.10715654,-0.06289228,0.07047666,0.050077457,0.055440463,0.045471627,-0.03702546,0.053222544,-0.0139344055,0.051058665,-0.0760671,-0.03714477,0.018213572,0.024656592,1.0,0.30369732,0.28235057,0.28581783,0.027460618,0.065885626,0.06574925,0.08334095,0.35864216,0.09002416,0.12764922,0.08327079,0.093818314,0.1352393,0.109279804,0.092103995,0.03654608,0.21366994,0.19997571,0.11079485,0.03488175,0.031488694,0.028859368,0.037648346,0.0070464597,0.05534532,0.10202438,-0.02250481,-0.05147488,-0.015146919,-0.02167023,-0.034261096,-0.025060825,0.023676326,0.03686441,0.021886954,0.017836347,0.0080723325,0.005575386,0.19382246,0.10391824,0.11032469,0.08726835,0.0119515145,0.06094282,-0.037781335,-0.016201504,-0.0068159634,0.01967403,0.050137144,0.031616293,-0.05750842,-0.040837575,-0.041866675,-0.04745403,0.037323527,-0.016497402,-0.03466406,-0.014572795,-0.044447474,-0.052744158,-0.025974836,-0.009558422,-0.017556101,-0.001119474,-0.025760923,-0.012134948,-0.015253969,0.029746428,0.0073327683,0.012782709,0.0030761925,0.016612738,0.011945622,0.003454419,-0.010021576,0.0066639516,0.01696113,0.036969755,0.0330579,0.036525276,-0.015552762,0.018634776,0.046676602,0.053290013,0.06936583,0.08288993,0.014967763,0.07311232,0.031897467,0.01834606,0.00850071,0.17923786,0.012422765,-0.0012519086,0.08615643,0.052769322,0.039560936,0.06601217,0.0088817505,0.011399607,0.00512912,-0.024976874,-0.031824987,-0.008445112,0.026253242,0.10086169,0.06142782,0.067506105,-0.0010987315,0.039372724,0.13241363,0.09806894,0.07057891,0.06315887
angular,-0.073355824,0.19640377,0.3270518,0.1534432,-0.03186635,-0.034878314,-0.0822277,-0.056844268,0.16906244,0.02489596,-0.025097242,-0.02165502,-0.019138465,0.029213145,-0.0085645905,0.16238502,-0.04166491,-0.0017826848,-0.0064017647,-0.0124368295,0.30369732,1.0,0.29584417,-0.0016504185,0.021772033,0.058289137,0.09042274,0.18707538,0.18952087,0.0447198,0.04694622,0.045456745,0.015889386,0.26720634,0.23814346,0.016008446,0.012223066,0.040550143,0.21432021,0.06866706,0.09503437,0.012029648,-0.016629247,0.008545134,-0.0061186627,0.05428753,0.107657954,-0.021608766,-0.020498546,-0.0021944628,-0.019148653,-0.010013903,0.0061446773,0.093446285,0.005204487,-0.0062682033,0.028451972,-0.0077097453,0.008169908,0.08786847,0.09978047,0.11629063,0.02748891,0.013244917,0.042983174,-0.03441914,-0.013228349,0.046794787,0.01932563,0.16672765,0.05311563,-0.035402887,-0.04297931,-0.036336422,-0.031472053,0.03313444,-0.023336707,-0.008683674,-0.0060311886,-0.027898885,-0.037737314,-0.024611883,-0.02059475,-0.018669803,0.00031958037,-0.011328114,-0.008314153,-0.009458291,-0.02111757,-0.006414323,-0.024881452,-0.0060311216,-0.009878663,-0.0012025792,-0.006549466,-0.019263573,-0.0077097453,-0.0002216758,-0.012875762,0.012306912,0.0026153643,-0.0251864,-0.013289294,-0.042902954,-0.03778147,0.041648496,0.0016289586,0.011535952,-0.0025480965,-0.0016711664,0.014386094,-0.012731455,0.07822348,0.01561556,0.056211907,0.07187586,0.027896762,0.12167165,0.048685793,-0.018243723,-0.0013161337,-0.0065055885,-0.018966278,-0.018052848,0.011868919,-0.014961286,0.19355068,0.13822262,0.11023006,0.03813735,0.035452068,0.1808284,0.099297024,0.03976485,0.060477115
vue,0.0068138205,0.04642746,0.24550606,0.10594567,0.0075751985,-0.00012216569,-0.036166783,-0.030722782,0.05354431,0.042982057,0.0061414964,0.0008367791,-0.013346395,0.090107664,-0.009791805,0.04299255,-0.015377038,-0.0044681053,0.0054614563,-0.0047829933,0.28235057,0.29584417,1.0,0.04115034,0.1209394,0.15910356,0.08392615,0.03388606,0.14186257,0.033414155,0.08838942,0.065809146,0.036115617,0.047827985,0.06864758,0.04121793,0.10534796,0.05481243,0.103726394,0.05778162,0.04055539,0.035081748,-0.0033434136,0.0144388685,0.009327784,0.03677962,0.065187156,-0.0005145184,-0.010539842,0.005093172,-0.00557885,-0.009105095,-0.005804137,0.01880657,0.013845805,0.007810499,0.029109627,0.0010381088,0.0016381297,0.08213669,0.09219038,0.06677331,0.03371781,0.0037541206,0.03945516,-0.018121608,-0.008587622,0.0013657444,0.03320332,0.031013023,0.010947123,-0.022248615,-0.01707537,-0.017101858,-0.016163675,0.022358323,-0.011722639,-0.017145876,-0.01040818,-0.005506289,-0.011562074,-0.005985457,0.0042162067,-0.0010390574,0.0016128307,-0.0046918024,-0.0036011573,-0.0055616847,0.0052626254,-0.0019987943,0.0057975627,-0.0029452294,0.010729533,0.01205305,-0.0014961894,0.001141146,0.0010381088,0.0055748993,0.010781386,0.016978327,0.021926899,0.007402997,-0.0028333564,0.0105785625,0.011990606,0.02625154,0.030367255,0.002541645,0.03363134,0.010325596,0.031343076,-0.0002966431,0.06852229,0.016162964,0.019637115,0.04977668,0.035365723,0.029447429,0.030027034,0.0039500785,0.0051896954,0.0028565708,-0.0035173306,-0.003130478,-0.008246174,0.00027211744,0.072483115,0.03956016,0.024781331,-0.0040417723,0.018803932,0.06072232,0.055191495,0.03496171,0.045017365
nextjs,-0.01930489,-0.035271395,0.24870062,0.21109746,0.024198929,-0.0052370145,-0.055305693,-0.03393551,-0.019862862,0.009305625,-0.0037979102,-0.0014674999,-0.017596029,0.017266985,-0.008593919,-0.023225421,-0.028857486,-0.01325182,0.010415074,-0.002600423,0.28581783,-0.0016504185,0.04115034,1.0,0.041911516,0.055992663,-0.0029918533,-0.0124092745,0.17640747,0.061867613,0.04951271,0.025903253,0.08983956,-0.005602295,-0.0059180884,0.03357183,0.020929392,0.14431629,0.052611526,0.05153791,-0.0012389829,0.015885849,0.0268524,0.024197359,0.010781478,0.007854498,0.03148836,-0.005701033,-0.026156621,-0.012864283,-0.007929456,-0.013369577,-0.015539361,-0.026785588,0.034140185,0.003289428,-0.01391595,0.0021882642,-0.0049044723,0.09647631,0.012594496,0.02643573,0.052604303,-0.008091963,0.028700141,-0.0046797614,-0.007436125,-0.012566328,0.004342406,-0.012790203,-0.00062942656,-0.020075645,-0.015957816,-0.013959432,-0.01979005,-0.003468312,-0.0021211826,-0.022106502,-0.0014579959,-0.016643973,-0.017241687,-0.011489949,-0.007334305,-0.00839326,-0.008159765,-0.0072133043,-0.0059227557,-0.0072285007,0.03843569,0.016721696,0.03549919,0.014370454,0.04002395,0.036581088,0.011606731,0.008260037,0.0058564465,0.043426294,0.050883517,0.036811065,0.036124453,0.003933876,0.03209342,0.0750102,0.07140369,0.036155194,0.07168051,0.0067788805,0.060522508,0.028737795,0.022570528,0.009208043,0.11782659,0.00015033734,-0.008057121,0.06714875,0.060750227,-0.010596266,0.022701612,0.021743074,0.022782685,0.018543625,-0.011766801,-0.0042849192,-0.0054038875,0.04538555,-0.015809413,-0.006732399,0.0074422285,-0.0036317667,0.003372571,0.010598805,0.035037942,0.034445576,0.02563665
